"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Taxes less subsidies on products","292,146.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Taxes on products","298,892.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Subsidies on products","6,746.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure and gross capital formation","2,735,111.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","4,076,425.0",""
"2014","Estonia","Current prices, million euro","Gross domestic product at market prices","20,061.2",""
"2014","Estonia","Current prices, million euro","Value added, gross","17,496.7",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure","13,971.8",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure of general government","3,830.9",""
"2014","Estonia","Current prices, million euro","Individual consumption expenditure of general government","2,095.5",""
"2014","Estonia","Current prices, million euro","Collective consumption expenditure of general government","1,735.4",""
"2014","Estonia","Current prices, million euro","Household and NPISH final consumption expenditure","10,140.9",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure of households","9,835.2",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure of NPISH","305.6",""
"2014","Estonia","Current prices, million euro","Actual individual consumption","12,236.4",""
"2014","Estonia","Current prices, million euro","Gross capital formation","5,376.1",""
"2014","Estonia","Current prices, million euro","Gross fixed capital formation","5,139.0",""
"2014","Estonia","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","237.0",""
"2014","Estonia","Current prices, million euro","Changes in inventories","230.1",""
"2014","Estonia","Current prices, million euro","Acquisitions less disposals of valuables","6.9",""
"2014","Estonia","Current prices, million euro","Exports of goods and services","16,410.5",""
"2014","Estonia","Current prices, million euro","Exports of goods","11,025.8",""
"2014","Estonia","Current prices, million euro","Exports of services","5,384.7",""
"2014","Estonia","Current prices, million euro","Imports of goods and services","15,697.2",""
"2014","Estonia","Current prices, million euro","Imports of goods","12,018.9",""
"2014","Estonia","Current prices, million euro","Imports of services","3,678.3",""
"2014","Estonia","Current prices, million euro","External balance of goods and services","713.4",""
"2014","Estonia","Current prices, million euro","External balance - Goods","-993.1",""
"2014","Estonia","Current prices, million euro","External balance - Services","1,706.4",""
"2014","Estonia","Current prices, million euro","Compensation of employees","9,256.3",""
"2014","Estonia","Current prices, million euro","Wages and salaries","6,898.7",""
"2014","Estonia","Current prices, million euro","Employers' social contributions","2,357.6",""
"2014","Estonia","Current prices, million euro","Operating surplus and mixed income, gross","8,290.2",""
"2014","Estonia","Current prices, million euro","Taxes on production and imports less subsidies","2,514.8",""
"2014","Estonia","Current prices, million euro","Taxes on production and imports","2,780.5",""
"2014","Estonia","Current prices, million euro","Subsidies","265.7",""
"2014","Estonia","Current prices, million euro","Taxes less subsidies on products","2,564.5",""
"2014","Estonia","Current prices, million euro","Taxes on products","2,622.0",""
"2014","Estonia","Current prices, million euro","Subsidies on products","57.6",""
"2014","Estonia","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Estonia","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","Estonia","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure and gross capital formation","19,347.8",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","35,758.4",""
"2014","Ireland","Current prices, million euro","Gross domestic product at market prices","195,292.8",""
"2014","Ireland","Current prices, million euro","Value added, gross","179,350.6",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure","114,944.1",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure of general government","31,301.2",""
"2014","Ireland","Current prices, million euro","Individual consumption expenditure of general government","21,064.3",""
"2014","Ireland","Current prices, million euro","Collective consumption expenditure of general government","10,236.8",""
"2014","Ireland","Current prices, million euro","Household and NPISH final consumption expenditure","83,643.0",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure of households","82,043.5",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure of NPISH","1,599.5",""
"2014","Ireland","Current prices, million euro","Actual individual consumption","104,707.3",""
"2014","Ireland","Current prices, million euro","Gross capital formation","43,577.2",""
"2014","Ireland","Current prices, million euro","Gross fixed capital formation","40,391.5",""
"2014","Ireland","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","3,185.7",""
"2014","Ireland","Current prices, million euro","Changes in inventories","3,160.2",""
"2014","Ireland","Current prices, million euro","Acquisitions less disposals of valuables","25.6",""
"2014","Ireland","Current prices, million euro","Exports of goods and services","214,349.7",""
"2014","Ireland","Current prices, million euro","Exports of goods","114,460.3",""
"2014","Ireland","Current prices, million euro","Exports of services","99,889.4",""
"2014","Ireland","Current prices, million euro","Imports of goods and services","179,164.3",""
"2014","Ireland","Current prices, million euro","Imports of goods","73,730.4",""
"2014","Ireland","Current prices, million euro","Imports of services","105,433.9",""
"2014","Ireland","Current prices, million euro","External balance of goods and services","35,185.4",""
"2014","Ireland","Current prices, million euro","External balance - Goods","40,729.9",""
"2014","Ireland","Current prices, million euro","External balance - Services","-5,544.4",""
"2014","Ireland","Current prices, million euro","Compensation of employees","72,926.3",""
"2014","Ireland","Current prices, million euro","Wages and salaries","61,816.7",""
"2014","Ireland","Current prices, million euro","Employers' social contributions","11,109.6",""
"2014","Ireland","Current prices, million euro","Operating surplus and mixed income, gross","105,650.6",""
"2014","Ireland","Current prices, million euro","Taxes on production and imports less subsidies","18,302.1",""
"2014","Ireland","Current prices, million euro","Taxes on production and imports","21,487.4",""
"2014","Ireland","Current prices, million euro","Subsidies","3,185.3",""
"2014","Ireland","Current prices, million euro","Taxes less subsidies on products","17,528.3",""
"2014","Ireland","Current prices, million euro","Taxes on products","18,509.3",""
"2014","Ireland","Current prices, million euro","Subsidies on products","981.0",""
"2014","Ireland","Current prices, million euro","Statistical discrepancy (production approach)","-1,586.0",""
"2014","Ireland","Current prices, million euro","Statistical discrepancy (expenditure approach)","1,586.0",""
"2014","Ireland","Current prices, million euro","Statistical discrepancy (income approach)","-1,586.0",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure and gross capital formation","158,521.4",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","372,871.1",""
"2014","Greece","Current prices, million euro","Gross domestic product at market prices","178,656.5","p"
"2014","Greece","Current prices, million euro","Value added, gross","157,913.0","p"
"2014","Greece","Current prices, million euro","Final consumption expenditure","161,670.5","p"
"2014","Greece","Current prices, million euro","Final consumption expenditure of general government","36,229.9","p"
"2014","Greece","Current prices, million euro","Individual consumption expenditure of general government","15,521.9","p"
"2014","Greece","Current prices, million euro","Collective consumption expenditure of general government","20,708.0","p"
"2014","Greece","Current prices, million euro","Household and NPISH final consumption expenditure","125,440.6","p"
"2014","Greece","Current prices, million euro","Final consumption expenditure of households","120,499.5","p"
"2014","Greece","Current prices, million euro","Final consumption expenditure of NPISH","4,941.1","p"
"2014","Greece","Current prices, million euro","Actual individual consumption","140,962.5","p"
"2014","Greece","Current prices, million euro","Gross capital formation","21,279.8","p"
"2014","Greece","Current prices, million euro","Gross fixed capital formation","20,624.4","p"
"2014","Greece","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","655.4","p"
"2014","Greece","Current prices, million euro","Changes in inventories","631.7","p"
"2014","Greece","Current prices, million euro","Acquisitions less disposals of valuables","23.7","p"
"2014","Greece","Current prices, million euro","Exports of goods and services","57,836.5","p"
"2014","Greece","Current prices, million euro","Exports of goods","30,090.5","p"
"2014","Greece","Current prices, million euro","Exports of services","27,746.1","p"
"2014","Greece","Current prices, million euro","Imports of goods and services","62,130.3","p"
"2014","Greece","Current prices, million euro","Imports of goods","49,332.8","p"
"2014","Greece","Current prices, million euro","Imports of services","12,797.5","p"
"2014","Greece","Current prices, million euro","External balance of goods and services","-4,293.8","p"
"2014","Greece","Current prices, million euro","External balance - Goods","-19,242.4","p"
"2014","Greece","Current prices, million euro","External balance - Services","14,948.6","p"
"2014","Greece","Current prices, million euro","Compensation of employees","59,196.5","p"
"2014","Greece","Current prices, million euro","Wages and salaries","44,719.1","p"
"2014","Greece","Current prices, million euro","Employers' social contributions","14,477.4","p"
"2014","Greece","Current prices, million euro","Operating surplus and mixed income, gross","96,044.4","p"
"2014","Greece","Current prices, million euro","Taxes on production and imports less subsidies","23,415.6","p"
"2014","Greece","Current prices, million euro","Taxes on production and imports","27,789.2","p"
"2014","Greece","Current prices, million euro","Subsidies","4,373.6","p"
"2014","Greece","Current prices, million euro","Taxes less subsidies on products","20,743.5","p"
"2014","Greece","Current prices, million euro","Taxes on products","22,235.2","p"
"2014","Greece","Current prices, million euro","Subsidies on products","1,491.7","p"
"2014","Greece","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2014","Greece","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2014","Greece","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2014","Greece","Current prices, million euro","Final consumption expenditure and gross capital formation","182,950.3","p"
"2014","Greece","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","240,786.8","p"
"2014","Spain","Current prices, million euro","Gross domestic product at market prices","1,037,820.0",""
"2014","Spain","Current prices, million euro","Value added, gross","944,470.0",""
"2014","Spain","Current prices, million euro","Final consumption expenditure","810,728.0",""
"2014","Spain","Current prices, million euro","Final consumption expenditure of general government","202,048.0",""
"2014","Spain","Current prices, million euro","Individual consumption expenditure of general government","114,081.0",""
"2014","Spain","Current prices, million euro","Collective consumption expenditure of general government","87,967.0",""
"2014","Spain","Current prices, million euro","Household and NPISH final consumption expenditure","608,680.0",""
"2014","Spain","Current prices, million euro","Final consumption expenditure of households","597,653.0",""
"2014","Spain","Current prices, million euro","Final consumption expenditure of NPISH","11,027.0",""
"2014","Spain","Current prices, million euro","Actual individual consumption","722,761.0",""
"2014","Spain","Current prices, million euro","Gross capital formation","201,878.0",""
"2014","Spain","Current prices, million euro","Gross fixed capital formation","200,265.0",""
"2014","Spain","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","1,613.0",""
"2014","Spain","Current prices, million euro","Changes in inventories",":",""
"2014","Spain","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2014","Spain","Current prices, million euro","Exports of goods and services","339,502.0",""
"2014","Spain","Current prices, million euro","Exports of goods","239,309.0",""
"2014","Spain","Current prices, million euro","Exports of services","100,193.0",""
"2014","Spain","Current prices, million euro","Imports of goods and services","314,288.0",""
"2014","Spain","Current prices, million euro","Imports of goods","261,528.0",""
"2014","Spain","Current prices, million euro","Imports of services","52,760.0",""
"2014","Spain","Current prices, million euro","External balance of goods and services","25,214.0",""
"2014","Spain","Current prices, million euro","External balance - Goods","-22,219.0",""
"2014","Spain","Current prices, million euro","External balance - Services","47,433.0",""
"2014","Spain","Current prices, million euro","Compensation of employees","491,643.0",""
"2014","Spain","Current prices, million euro","Wages and salaries","390,254.0",""
"2014","Spain","Current prices, million euro","Employers' social contributions","101,389.0",""
"2014","Spain","Current prices, million euro","Operating surplus and mixed income, gross","441,823.0",""
"2014","Spain","Current prices, million euro","Taxes on production and imports less subsidies","104,354.0",""
"2014","Spain","Current prices, million euro","Taxes on production and imports","121,158.0",""
"2014","Spain","Current prices, million euro","Subsidies","16,804.0",""
"2014","Spain","Current prices, million euro","Taxes less subsidies on products","93,350.0",""
"2014","Spain","Current prices, million euro","Taxes on products","101,172.0",""
"2014","Spain","Current prices, million euro","Subsidies on products","7,822.0",""
"2014","Spain","Current prices, million euro","Statistical discrepancy (production approach)","0.0","p"
"2014","Spain","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0","p"
"2014","Spain","Current prices, million euro","Statistical discrepancy (income approach)","0.0","p"
"2014","Spain","Current prices, million euro","Final consumption expenditure and gross capital formation","1,012,606.0",""
"2014","Spain","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","1,352,108.0",""
"2014","France","Current prices, million euro","Gross domestic product at market prices","2,149,765.0",""
"2014","France","Current prices, million euro","Value added, gross","1,927,230.0",""
"2014","France","Current prices, million euro","Final consumption expenditure","1,686,181.0",""
"2014","France","Current prices, million euro","Final consumption expenditure of general government","518,650.0",""
"2014","France","Current prices, million euro","Individual consumption expenditure of general government","337,333.0",""
"2014","France","Current prices, million euro","Collective consumption expenditure of general government","181,317.0",""
"2014","France","Current prices, million euro","Household and NPISH final consumption expenditure","1,167,531.0",""
"2014","France","Current prices, million euro","Final consumption expenditure of households","1,122,916.0",""
"2014","France","Current prices, million euro","Final consumption expenditure of NPISH","44,615.0",""
"2014","France","Current prices, million euro","Actual individual consumption","1,504,864.0",""
"2014","France","Current prices, million euro","Gross capital formation","488,208.0",""
"2014","France","Current prices, million euro","Gross fixed capital formation","469,073.0",""
"2014","France","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","19,135.0",""
"2014","France","Current prices, million euro","Changes in inventories","18,225.0",""
"2014","France","Current prices, million euro","Acquisitions less disposals of valuables","910.0",""
"2014","France","Current prices, million euro","Exports of goods and services","637,764.0",""
"2014","France","Current prices, million euro","Exports of goods","445,843.0",""
"2014","France","Current prices, million euro","Exports of services","191,921.0",""
"2014","France","Current prices, million euro","Imports of goods and services","662,388.0",""
"2014","France","Current prices, million euro","Imports of goods","485,795.0",""
"2014","France","Current prices, million euro","Imports of services","176,593.0",""
"2014","France","Current prices, million euro","External balance of goods and services","-24,624.0",""
"2014","France","Current prices, million euro","External balance - Goods","-39,952.0",""
"2014","France","Current prices, million euro","External balance - Services","15,328.0",""
"2014","France","Current prices, million euro","Compensation of employees","1,126,701.0",""
"2014","France","Current prices, million euro","Wages and salaries","820,072.0",""
"2014","France","Current prices, million euro","Employers' social contributions","306,629.0",""
"2014","France","Current prices, million euro","Operating surplus and mixed income, gross","739,486.0",""
"2014","France","Current prices, million euro","Taxes on production and imports less subsidies","283,578.0",""
"2014","France","Current prices, million euro","Taxes on production and imports","339,117.0",""
"2014","France","Current prices, million euro","Subsidies","55,539.0",""
"2014","France","Current prices, million euro","Taxes less subsidies on products","222,535.0",""
"2014","France","Current prices, million euro","Taxes on products","240,446.0",""
"2014","France","Current prices, million euro","Subsidies on products","17,911.0",""
"2014","France","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","France","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","France","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","France","Current prices, million euro","Final consumption expenditure and gross capital formation","2,174,389.0",""
"2014","France","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,812,153.0",""
"2014","Croatia","Current prices, million euro","Gross domestic product at market prices","43,431.0",""
"2014","Croatia","Current prices, million euro","Value added, gross","36,276.8",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure","34,447.6",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure of general government","8,933.1",""
"2014","Croatia","Current prices, million euro","Individual consumption expenditure of general government","4,499.4",""
"2014","Croatia","Current prices, million euro","Collective consumption expenditure of general government","4,433.7",""
"2014","Croatia","Current prices, million euro","Household and NPISH final consumption expenditure","25,514.6",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure of households","25,071.6",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure of NPISH","443.0",""
"2014","Croatia","Current prices, million euro","Actual individual consumption","30,014.0",""
"2014","Croatia","Current prices, million euro","Gross capital formation","8,151.0",""
"2014","Croatia","Current prices, million euro","Gross fixed capital formation","8,356.5",""
"2014","Croatia","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","-205.5","d"
"2014","Croatia","Current prices, million euro","Changes in inventories","-205.5",""
"2014","Croatia","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2014","Croatia","Current prices, million euro","Exports of goods and services","19,661.2",""
"2014","Croatia","Current prices, million euro","Exports of goods","9,442.3",""
"2014","Croatia","Current prices, million euro","Exports of services","10,218.9",""
"2014","Croatia","Current prices, million euro","Imports of goods and services","18,828.8",""
"2014","Croatia","Current prices, million euro","Imports of goods","15,950.8",""
"2014","Croatia","Current prices, million euro","Imports of services","2,878.0",""
"2014","Croatia","Current prices, million euro","External balance of goods and services","832.4",""
"2014","Croatia","Current prices, million euro","External balance - Goods","-6,508.5",""
"2014","Croatia","Current prices, million euro","External balance - Services","7,340.9",""
"2014","Croatia","Current prices, million euro","Compensation of employees","20,297.2",""
"2014","Croatia","Current prices, million euro","Wages and salaries","17,550.1",""
"2014","Croatia","Current prices, million euro","Employers' social contributions","2,747.1",""
"2014","Croatia","Current prices, million euro","Operating surplus and mixed income, gross","15,905.7",""
"2014","Croatia","Current prices, million euro","Taxes on production and imports less subsidies","7,228.1",""
"2014","Croatia","Current prices, million euro","Taxes on production and imports","8,070.6",""
"2014","Croatia","Current prices, million euro","Subsidies","842.5",""
"2014","Croatia","Current prices, million euro","Taxes less subsidies on products","7,154.2",""
"2014","Croatia","Current prices, million euro","Taxes on products","7,580.1",""
"2014","Croatia","Current prices, million euro","Subsidies on products","425.9",""
"2014","Croatia","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Croatia","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2014","Croatia","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure and gross capital formation","42,598.6",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","62,259.8",""
"2014","Italy","Current prices, million euro","Gross domestic product at market prices","1,621,827.2",""
"2014","Italy","Current prices, million euro","Value added, gross","1,457,859.2",""
"2014","Italy","Current prices, million euro","Final consumption expenditure","1,299,306.3",""
"2014","Italy","Current prices, million euro","Final consumption expenditure of general government","313,311.0",""
"2014","Italy","Current prices, million euro","Individual consumption expenditure of general government","184,387.0",""
"2014","Italy","Current prices, million euro","Collective consumption expenditure of general government","128,924.0",""
"2014","Italy","Current prices, million euro","Household and NPISH final consumption expenditure","985,995.3",""
"2014","Italy","Current prices, million euro","Final consumption expenditure of households","976,779.5",""
"2014","Italy","Current prices, million euro","Final consumption expenditure of NPISH","9,215.8",""
"2014","Italy","Current prices, million euro","Actual individual consumption","1,170,382.3",""
"2014","Italy","Current prices, million euro","Gross capital formation","276,245.9",""
"2014","Italy","Current prices, million euro","Gross fixed capital formation","271,516.0",""
"2014","Italy","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","4,729.9",""
"2014","Italy","Current prices, million euro","Changes in inventories","2,665.4",""
"2014","Italy","Current prices, million euro","Acquisitions less disposals of valuables","2,064.5",""
"2014","Italy","Current prices, million euro","Exports of goods and services","475,301.0",""
"2014","Italy","Current prices, million euro","Exports of goods","389,510.4",""
"2014","Italy","Current prices, million euro","Exports of services","85,790.7",""
"2014","Italy","Current prices, million euro","Imports of goods and services","429,026.1",""
"2014","Italy","Current prices, million euro","Imports of goods","342,108.2",""
"2014","Italy","Current prices, million euro","Imports of services","86,917.9",""
"2014","Italy","Current prices, million euro","External balance of goods and services","46,275.0",""
"2014","Italy","Current prices, million euro","External balance - Goods","47,402.2",""
"2014","Italy","Current prices, million euro","External balance - Services","-1,127.2",""
"2014","Italy","Current prices, million euro","Compensation of employees","639,257.3",""
"2014","Italy","Current prices, million euro","Wages and salaries","466,807.9",""
"2014","Italy","Current prices, million euro","Employers' social contributions","172,449.4",""
"2014","Italy","Current prices, million euro","Operating surplus and mixed income, gross","768,048.7",""
"2014","Italy","Current prices, million euro","Taxes on production and imports less subsidies","214,521.1",""
"2014","Italy","Current prices, million euro","Taxes on production and imports","250,869.0",""
"2014","Italy","Current prices, million euro","Subsidies","36,347.9",""
"2014","Italy","Current prices, million euro","Taxes less subsidies on products","163,968.0",""
"2014","Italy","Current prices, million euro","Taxes on products","189,973.0",""
"2014","Italy","Current prices, million euro","Subsidies on products","26,005.0",""
"2014","Italy","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Italy","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","Italy","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Italy","Current prices, million euro","Final consumption expenditure and gross capital formation","1,575,552.2",""
"2014","Italy","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,050,853.2",""
"2014","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,610.0",""
"2014","Cyprus","Current prices, million euro","Value added, gross","15,445.4",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure","15,128.8",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure of general government","2,893.9",""
"2014","Cyprus","Current prices, million euro","Individual consumption expenditure of general government","1,436.5",""
"2014","Cyprus","Current prices, million euro","Collective consumption expenditure of general government","1,457.4",""
"2014","Cyprus","Current prices, million euro","Household and NPISH final consumption expenditure","12,234.9",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure of households","12,064.2",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure of NPISH","170.8",""
"2014","Cyprus","Current prices, million euro","Actual individual consumption","13,671.4",""
"2014","Cyprus","Current prices, million euro","Gross capital formation","2,170.1",""
"2014","Cyprus","Current prices, million euro","Gross fixed capital formation","2,052.4",""
"2014","Cyprus","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","117.8",""
"2014","Cyprus","Current prices, million euro","Changes in inventories","97.8",""
"2014","Cyprus","Current prices, million euro","Acquisitions less disposals of valuables","20.0",""
"2014","Cyprus","Current prices, million euro","Exports of goods and services","10,925.6",""
"2014","Cyprus","Current prices, million euro","Exports of goods","2,807.8",""
"2014","Cyprus","Current prices, million euro","Exports of services","8,117.8",""
"2014","Cyprus","Current prices, million euro","Imports of goods and services","10,614.6",""
"2014","Cyprus","Current prices, million euro","Imports of goods","5,619.4",""
"2014","Cyprus","Current prices, million euro","Imports of services","4,995.2",""
"2014","Cyprus","Current prices, million euro","External balance of goods and services","311.0",""
"2014","Cyprus","Current prices, million euro","External balance - Goods","-2,811.6",""
"2014","Cyprus","Current prices, million euro","External balance - Services","3,122.6",""
"2014","Cyprus","Current prices, million euro","Compensation of employees","7,846.5",""
"2014","Cyprus","Current prices, million euro","Wages and salaries","6,323.0",""
"2014","Cyprus","Current prices, million euro","Employers' social contributions","1,523.5",""
"2014","Cyprus","Current prices, million euro","Operating surplus and mixed income, gross","7,288.9",""
"2014","Cyprus","Current prices, million euro","Taxes on production and imports less subsidies","2,474.5",""
"2014","Cyprus","Current prices, million euro","Taxes on production and imports","2,623.5",""
"2014","Cyprus","Current prices, million euro","Subsidies","149.0",""
"2014","Cyprus","Current prices, million euro","Taxes less subsidies on products","2,164.6",""
"2014","Cyprus","Current prices, million euro","Taxes on products","2,245.6",""
"2014","Cyprus","Current prices, million euro","Subsidies on products","81.0",""
"2014","Cyprus","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Cyprus","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","Cyprus","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure and gross capital formation","17,299.0",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","28,224.6",""
"2014","Latvia","Current prices, million euro","Gross domestic product at market prices","23,618.2",""
"2014","Latvia","Current prices, million euro","Value added, gross","20,795.2",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure","18,604.3",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure of general government","4,135.6",""
"2014","Latvia","Current prices, million euro","Individual consumption expenditure of general government","1,929.8",""
"2014","Latvia","Current prices, million euro","Collective consumption expenditure of general government","2,205.8",""
"2014","Latvia","Current prices, million euro","Household and NPISH final consumption expenditure","14,468.7",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure of households","14,178.0",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure of NPISH","290.7",""
"2014","Latvia","Current prices, million euro","Actual individual consumption","16,398.5",""
"2014","Latvia","Current prices, million euro","Gross capital formation","5,355.3",""
"2014","Latvia","Current prices, million euro","Gross fixed capital formation","5,337.3",""
"2014","Latvia","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","18.0",""
"2014","Latvia","Current prices, million euro","Changes in inventories","17.2",""
"2014","Latvia","Current prices, million euro","Acquisitions less disposals of valuables","0.8",""
"2014","Latvia","Current prices, million euro","Exports of goods and services","14,345.9",""
"2014","Latvia","Current prices, million euro","Exports of goods","10,241.7",""
"2014","Latvia","Current prices, million euro","Exports of services","4,104.2",""
"2014","Latvia","Current prices, million euro","Imports of goods and services","14,687.3",""
"2014","Latvia","Current prices, million euro","Imports of goods","12,621.2",""
"2014","Latvia","Current prices, million euro","Imports of services","2,066.0",""
"2014","Latvia","Current prices, million euro","External balance of goods and services","-341.4",""
"2014","Latvia","Current prices, million euro","External balance - Goods","-2,379.6",""
"2014","Latvia","Current prices, million euro","External balance - Services","2,038.2",""
"2014","Latvia","Current prices, million euro","Compensation of employees","10,093.1",""
"2014","Latvia","Current prices, million euro","Wages and salaries","8,401.0",""
"2014","Latvia","Current prices, million euro","Employers' social contributions","1,692.0",""
"2014","Latvia","Current prices, million euro","Operating surplus and mixed income, gross","10,956.1",""
"2014","Latvia","Current prices, million euro","Taxes on production and imports less subsidies","2,569.0",""
"2014","Latvia","Current prices, million euro","Taxes on production and imports","3,184.5",""
"2014","Latvia","Current prices, million euro","Subsidies","615.5",""
"2014","Latvia","Current prices, million euro","Taxes less subsidies on products","2,822.9",""
"2014","Latvia","Current prices, million euro","Taxes on products","2,871.0",""
"2014","Latvia","Current prices, million euro","Subsidies on products","48.1",""
"2014","Latvia","Current prices, million euro","Statistical discrepancy (production approach)","0.0",""
"2014","Latvia","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2014","Latvia","Current prices, million euro","Statistical discrepancy (income approach)","0.0",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure and gross capital formation","23,959.6",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","38,305.4",""
"2014","Lithuania","Current prices, million euro","Gross domestic product at market prices","36,568.3",""
"2014","Lithuania","Current prices, million euro","Value added, gross","33,067.7",""
"2014","Lithuania","Current prices, million euro","Final consumption expenditure","28,850.1",""
"2014","Lithuania","Current prices, million euro","Final consumption expenditure of general government","6,073.3",""
"2014","Lithuania","Current prices, million euro","Individual consumption expenditure of general government","3,392.4",""
"2014","Lithuania","Current prices, million euro","Collective consumption expenditure of general government","2,680.9",""
"2014","Lithuania","Current prices, million euro","Household and NPISH final consumption expenditure","22,776.8",""
"2014","Lithuania","Current prices, million euro","Final consumption expenditure of households","22,685.9",""
"2014","Lithuania","Current prices, million euro","Final consumption expenditure of NPISH","90.9",""
"2014","Lithuania","Current prices, million euro","Actual individual consumption","26,169.2",""
"2014","Lithuania","Current prices, million euro","Gross capital formation","6,958.6",""
"2014","Lithuania","Current prices, million euro","Gross fixed capital formation","6,905.5",""
"2014","Lithuania","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","53.1",""
"2014","Lithuania","Current prices, million euro","Changes in inventories","32.5",""
"2014","Lithuania","Current prices, million euro","Acquisitions less disposals of valuables","20.6",""
"2014","Lithuania","Current prices, million euro","Exports of goods and services","29,658.0",""
"2014","Lithuania","Current prices, million euro","Exports of goods","23,749.6",""
